Temperature,Moisture,Rainfall,PH,Nitrogen,Phosphorous,Potassium,Carbon,Soil,Crop,Fertilizer
20.61230044,0.647939305,43.05972815,6.726281294,53.73458982,146.992157,104.625256,1.644310176,Loamy Soil,Lentil,Water Retaining Fertilizer
30.04763133,0.528517842,131.1164858,8.20328901,67.29825924,52.42558428,59.03592978,0.685241837,Alkaline Soil,Sugarcane,Gypsum
17.13181051,0.526369346,70.90888912,6.076557032,55.19099607,43.47703142,35.66952723,1.841736162,Acidic Soil,Tobacco,Dap
30.64859227,0.481393239,22.96381342,6.09325324,55.35392912,57.24972479,41.34822544,1.779289659,Acidic Soil,Muskmelon,Muriate Of Potash
21.00810141,0.451142627,80.79805171,6.306897015,55.18378472,58.29454957,55.03297359,1.99657941,Acidic Soil,Tobacco,Water Retaining Fertilizer
29.51141267,0.972361206,88.05780933,5.841372458,59.94054495,71.252877,58.74372258,1.921505974,Acidic Soil,Mango,Lime
17.72343706,0.709016306,92.30235409,6.053925382,61.93155148,58.93561163,65.58274996,1.2561748,Acidic Soil,Pomegranate,General Purpose Fertilizer
26.4912699,0.737331147,22.1517858,6.561266525,51.91789284,127.4044262,56.9931349,1.935213475,Loamy Soil,Mung Bean,Balanced Npk Fertilizer
23.36338135,0.404672878,113.6319303,7.055335676,61.83192806,147.9229018,159.5640307,0.644894439,Neutral Soil,Pomegranate,Compost
29.1917695,0.726652959,37.50396496,6.938775394,55.78478937,151.114222,72.73332568,1.861428566,Loamy Soil,Mung Bean,Balanced Npk Fertilizer
35.56708585,0.632908343,223.9531669,6.85867224,93.67130094,142.2912747,144.7191162,1.418026124,Loamy Soil,Papaya,Water Retaining Fertilizer
18.22559824,0.621887396,107.6661099,7.536811749,56.26206802,72.7414401,76.72599822,2.204947149,Peaty Soil,Orange,Water Retaining Fertilizer
22.31392198,0.550383033,98.15615489,5.465290367,35.52771842,58.15195237,50.0545162,1.332351975,Acidic Soil,Apple,Urea
18.8312811,0.65510915,53.24111711,6.215103964,50.1145083,29.19729868,49.26814621,1.820141296,Acidic Soil,Peas,Dap
30.75280953,0.537413847,117.9654351,6.430863322,35.52771842,56.87028356,66.88081564,1.032776321,Acidic Soil,Ground Nut,Urea
44.88821918,0.70074899,23.3458062,6.757187128,52.2261585,56.6220952,63.58024622,1.922332537,Loamy Soil,Millet,Balanced Npk Fertilizer
26.22402611,0.662053065,47.50562226,5.3038151,56.38518925,36.61991076,46.46608237,0.579362047,Acidic Soil,Moth Beans,Dap
40.81466924,0.496954306,306.0816006,7.663848796,49.62704022,41.46661242,56.31056271,1.626949853,Neutral Soil,Millet,Urea
40.01461001,0.681911503,129.4106552,6.648202168,74.40341413,97.52744323,86.341818,2.377034573,Loamy Soil,Papaya,Water Retaining Fertilizer
26.26180918,0.74336721,189.240396,8.82843282,73.31716161,154.4507577,149.3244371,1.58752619,Loamy Soil,Rice,Gypsum
30.08432297,0.737475168,40.40213516,6.490841624,52.17800945,60.7291028,42.90529003,1.171870465,Acidic Soil,Muskmelon,Muriate Of Potash
30.58657061,0.449336608,125.649326,5.142742038,57.70162879,35.37004638,50.34994676,2.248087226,Acidic Soil,Mango,Dap
26.15517659,0.715398673,0.0,6.688431355,54.73142417,64.93388216,50.84922604,1.608123115,Acidic Soil,Watermelon,General Purpose Fertilizer
21.52112253,0.70285305,126.9206925,7.167960034,59.63083432,138.9651613,143.3516363,2.311190951,Loamy Soil,Pomegranate,Balanced Npk Fertilizer
33.3215142,0.757493604,139.1871742,3.908612908,61.76194701,57.79542658,60.80504925,1.197068001,Peaty Soil,Ground Nut,Lime
25.94919724,0.972361206,72.85786962,7.123392997,58.4685228,148.9232136,151.9130313,2.710577507,Loamy Soil,Black Gram,Balanced Npk Fertilizer
53.42996926,0.972361206,111.9030344,6.487546095,71.28817635,60.48709699,76.53619363,2.291524118,Acidic Soil,Adzuki Beans,General Purpose Fertilizer
34.65743003,0.796193745,61.82158655,7.574133423,60.446699,83.92449577,57.18332519,1.652172475,Loamy Soil,Black Gram,Balanced Npk Fertilizer
17.2049938,0.643079544,102.3578252,5.637598306,52.68986807,30.59822821,53.77694683,1.088269304,Acidic Soil,Kidney Beans,Dap
22.17984277,0.577360259,119.5198012,5.660929356,63.7303047,52.9162643,58.83296207,1.971501663,Acidic Soil,Apple,Lime
23.93330455,0.580317877,104.891388,5.649200032,65.60088625,50.84420564,50.21858903,1.173963182,Acidic Soil,Apple,Lime
18.59625033,0.674837859,74.94806449,6.192805637,56.56297429,56.70763732,54.68658045,0.891187106,Acidic Soil,Maize,Compost
44.3810835,0.467790168,66.95860757,6.994075927,51.68790017,69.29145594,97.89901232,1.818770142,Neutral Soil,Millet,Water Retaining Fertilizer
22.30319619,0.713997072,114.0398521,5.620086455,64.38138152,38.37599606,159.5640307,1.03985103,Acidic Soil,Apple,Dap
24.31293568,0.555074554,116.6323849,6.796225494,62.18811402,92.67009527,74.54705272,0.592367666,Neutral Soil,Pomegranate,Compost
31.65785446,0.972361206,97.82482572,6.861662484,62.313708,113.9775045,107.7852257,2.022719094,Neutral Soil,Mango,General Purpose Fertilizer
17.20048773,0.712250294,44.6595052,6.379291508,52.61465276,58.07297987,49.8436107,1.948504755,Peaty Soil,Lentil,Muriate Of Potash
21.97653989,0.769584632,54.0433244,6.358886912,55.2133121,74.06660892,61.97388471,1.228676672,Peaty Soil,Cotton,Organic Fertilizer
25.86148471,0.70018875,242.7816377,6.307148296,77.08362761,60.36067991,66.6326951,2.294898172,Peaty Soil,Rice,Organic Fertilizer
24.69173478,0.710155356,125.0654209,5.444027581,63.18528147,54.34503468,60.25598166,2.320533143,Peaty Soil,Banana,Lime
29.30322843,0.630975107,30.59939176,7.01797154,56.76836669,154.0624427,74.11673832,1.200110247,Loamy Soil,Mung Bean,Water Retaining Fertilizer
17.89148788,0.807999625,28.45512451,6.450095303,47.9046584,22.55157513,52.64828692,1.371311665,Peaty Soil,Peas,Urea
29.95701816,0.455821811,56.40045166,5.854694825,59.20871896,53.84202331,50.5601467,2.198885746,Acidic Soil,Grapes,Lime
25.26915642,0.518439354,66.41944623,6.637013152,58.42243552,70.57982036,60.95621752,2.09164388,Acidic Soil,Watermelon,Water Retaining Fertilizer
21.70614036,0.36192914,168.9302555,6.189373049,63.34181516,45.25915096,73.45820611,0.848923127,Acidic Soil,Wheat,Dap
28.53559043,0.791368143,58.84535165,6.301283184,57.45737921,71.71309742,61.2521097,2.065230813,Peaty Soil,Grapes,Organic Fertilizer
14.20736106,0.227436131,75.23420838,8.00629188,50.40311783,43.91222304,43.7594023,2.434416724,Peaty Soil,Chickpea,Dap
24.04692236,0.543246976,110.4050912,6.018387418,61.30622946,0.0,72.163303,1.061562253,Acidic Soil,Apple,Dap
33.28467523,0.447290007,107.5764437,6.370504846,64.32820347,61.13317032,66.45083568,1.597158578,Acidic Soil,Ground Nut,Water Retaining Fertilizer
15.74288355,0.599296012,91.83231681,6.247405013,86.96971052,32.48577115,62.54833061,2.17494778,Acidic Soil,Chickpea,Dap
26.54436447,0.574434876,32.43068875,7.152415035,57.66021923,160.4079603,135.3353842,0.0,Neutral Soil,Mung Bean,Compost
33.17785075,0.47714962,119.2571459,6.259256407,63.43757324,51.90039243,70.09358138,2.522900255,Acidic Soil,Ground Nut,Water Retaining Fertilizer
17.14918785,0.669146388,92.18884383,7.148181939,48.55126192,72.82672323,127.8377726,1.194676059,Loamy Soil,Chickpea,Urea
30.80307677,0.972361206,306.0816006,6.306003438,65.31389809,72.54391147,88.89948312,1.471610205,Acidic Soil,Wheat,General Purpose Fertilizer
34.05609647,0.782330467,134.6946402,7.153675535,61.63878692,143.4939804,146.3700796,2.60923898,Loamy Soil,Pigeon Peas,Balanced Npk Fertilizer
31.45118611,0.646816545,38.01654968,6.977170291,55.4200001,114.7769394,62.38341839,1.83677733,Loamy Soil,Muskmelon,Water Retaining Fertilizer
24.80028257,0.551676131,94.85480885,6.707852389,60.29159546,107.0869849,87.34871594,1.744484546,Neutral Soil,Cotton,Water Retaining Fertilizer
24.14316281,0.227436131,0.0,6.262557064,62.46998743,78.27311033,0.0,0.423505356,Acidic Soil,Apple,Muriate Of Potash
25.80753995,0.623903893,138.7127908,8.420938402,66.78221446,57.69463095,51.7336907,0.621396473,Alkaline Soil,Sugarcane,Gypsum
27.75215727,0.972361206,80.17848714,6.450120606,58.96268096,79.48429277,63.13082442,1.087858684,Neutral Soil,Mung Bean,General Purpose Fertilizer
11.26260651,0.535803008,136.4934057,6.814937109,57.82332014,149.6243994,152.1192982,2.59019835,Neutral Soil,Orange,Water Retaining Fertilizer
28.01481794,0.775273604,113.4274018,6.17857568,66.48606781,60.96656052,55.48709933,1.878369053,Peaty Soil,Banana,Organic Fertilizer
22.73220949,0.776582082,40.00940891,7.158191385,51.56160791,82.35138752,55.96605297,1.388102052,Loamy Soil,Lentil,Balanced Npk Fertilizer
32.02133703,0.643559455,51.32827558,7.226557818,60.10199747,141.73302,115.5792527,0.852759693,Loamy Soil,Black Gram,Compost
29.57263288,0.740847287,7.439660419,6.307146434,54.56696984,70.52233655,53.72000212,1.411295107,Peaty Soil,Muskmelon,Organic Fertilizer
22.83457316,0.716515092,84.45332864,6.405513843,86.96971052,63.10913278,159.5640307,1.353666592,Acidic Soil,Maize,General Purpose Fertilizer
21.10437233,0.567099945,137.6145551,5.65389356,53.87740662,37.71063885,58.19104809,1.612143925,Acidic Soil,Kidney Beans,Dap
40.72276557,0.617885081,26.49561601,6.338990148,35.52771842,38.96863322,49.87953938,1.643031979,Acidic Soil,Millet,Urea
34.94020754,0.466220082,194.8598007,8.82843282,67.7022195,177.3144812,159.5640307,0.0,Acidic Soil,Pigeon Peas,Gypsum
17.70198319,0.63631176,66.42632961,5.652569407,50.97299107,37.58658094,49.16088277,3.241983684,Acidic Soil,Kidney Beans,Dap
19.49521607,0.706040656,107.4050281,6.335217415,64.10498503,61.46571855,61.05143028,1.637581786,Acidic Soil,Orange,General Purpose Fertilizer
42.50594391,0.783079132,58.44831437,6.26944869,64.89190918,72.59055774,68.80841805,2.407840529,Peaty Soil,Grapes,Organic Fertilizer
25.68109909,0.716398912,100.6256766,6.172816298,63.29543247,56.78606737,59.37849621,2.34413591,Acidic Soil,Apple,General Purpose Fertilizer
29.33486182,0.579230298,31.37556486,6.130436918,50.76913949,86.08289592,47.00012622,0.0,Acidic Soil,Muskmelon,Muriate Of Potash
25.52694333,0.84236956,312.8210245,6.785582263,82.87921825,82.30798506,137.7631186,1.11658773,Loamy Soil,Rice,Balanced Npk Fertilizer
29.54230664,0.55897795,67.81192634,6.13687309,57.00248953,56.2897253,46.78442527,2.15057472,Acidic Soil,Tobacco,Muriate Of Potash
17.35603271,0.505622512,78.14995363,5.758016278,35.52771842,37.35169804,47.16471527,2.415897122,Acidic Soil,Kidney Beans,Urea
25.60471868,0.907730519,222.327876,6.133922124,78.32411351,70.42190935,86.38538966,0.991671697,Acidic Soil,Rice,Compost
32.71585553,0.736491078,28.25748301,6.417479989,58.1420054,99.85245766,51.19395391,0.816565082,Loamy Soil,Papaya,Compost
28.94001833,0.680267746,101.6370996,6.029480335,62.45013551,46.7684875,46.9513759,2.195752051,Acidic Soil,Banana,Dap
18.24946187,0.734280766,60.96630316,7.009907393,50.70123933,139.8785583,143.3673319,1.755659398,Loamy Soil,Peas,Balanced Npk Fertilizer
30.76409105,0.54971839,63.16392454,5.617527189,59.22968011,56.88011079,56.78348218,2.387448062,Acidic Soil,Grapes,Lime
23.53984312,0.804413654,0.0,5.505269515,58.2098104,51.7865886,58.85168787,0.638319932,Acidic Soil,Grapes,Lime
23.20853413,0.517803082,92.74273422,5.744976491,62.7045293,55.3638043,50.28589099,1.368128599,Acidic Soil,Apple,Lime
23.53015525,0.577191962,110.1715074,7.375190409,64.03055187,157.4711636,147.2934714,1.003960278,Neutral Soil,Pomegranate,Water Retaining Fertilizer
24.66309451,0.746252828,38.56271472,6.095639838,55.70978073,58.24504773,51.39511697,1.26805391,Peaty Soil,Watermelon,Organic Fertilizer
29.04568295,0.574219044,24.88009327,6.81895261,54.76484194,127.307713,57.30746942,1.585509045,Neutral Soil,Mung Bean,Water Retaining Fertilizer
33.02258364,0.703059924,97.33828077,6.909064018,54.95435337,112.183644,159.5640307,2.135141633,Loamy Soil,Mango,Balanced Npk Fertilizer
20.96248965,0.596177131,73.36009018,6.086279432,56.06492234,60.7228122,55.7241216,0.0,Acidic Soil,Grapes,Compost
22.86630132,0.616513034,39.56630335,6.36691013,49.26241924,62.13160101,0.0,0.674180396,Acidic Soil,Lentil,Urea
26.24197519,0.755094665,212.7035133,6.883367121,78.03368731,151.0125215,153.0057123,1.517556229,Loamy Soil,Rice,Balanced Npk Fertilizer
17.62777047,0.598732609,49.02319384,6.495766924,50.18898068,43.86317037,65.34463995,2.088004029,Acidic Soil,Peas,Dap
24.83942025,0.723041802,47.39472826,6.898320178,58.8831182,119.9702746,77.93898108,1.329601879,Loamy Soil,Watermelon,Balanced Npk Fertilizer
27.49464855,0.653165453,230.9718502,6.586618331,83.35925811,140.9136704,142.2681111,1.384771962,Loamy Soil,Papaya,Water Retaining Fertilizer
46.7184808,0.500493364,35.53422673,7.154077999,86.96971052,33.39567856,55.38859678,2.415949318,Neutral Soil,Millet,Dap
24.10841657,0.723924287,225.4881231,6.753936977,73.66761391,83.50161097,85.4681021,1.025208586,Acidic Soil,Rice,General Purpose Fertilizer
16.57294399,0.649462509,306.0816006,5.8667374,57.30913698,49.87439182,65.26653464,0.0,Acidic Soil,Pomegranate,Dap
42.18304568,0.749030803,26.1186976,6.365830684,51.66637615,50.94968382,56.52287189,1.008786793,Peaty Soil,Millet,Organic Fertilizer
27.87155244,0.75753597,91.50866906,7.422275637,64.73529517,73.93802745,77.61893733,2.11362029,Loamy Soil,Sugarcane,Balanced Npk Fertilizer
44.55461576,0.661567057,306.0816006,6.835964639,49.05988961,89.7420744,141.5167218,0.933567842,Loamy Soil,Millet,Urea
25.04663109,0.875021127,242.0806745,7.596491545,75.6268496,86.88584798,122.0067322,1.824172231,Peaty Soil,Rice,Organic Fertilizer
21.06603384,0.671879869,306.0816006,5.631370273,53.88501909,48.9237037,53.58996154,0.563291626,Acidic Soil,Kidney Beans,Dap
22.90237956,0.438755181,130.8575719,6.883424014,69.23534174,177.3144812,93.28025661,2.133379239,Neutral Soil,Papaya,Water Retaining Fertilizer
22.95885616,0.626369489,123.9695647,5.935517617,35.52771842,35.81477874,61.22416376,0.970588357,Acidic Soil,Kidney Beans,Urea
29.24213988,0.61056211,147.786257,6.158800087,62.29888651,44.94820734,68.23879121,1.578361822,Acidic Soil,Ground Nut,Dap
40.83924846,0.457774157,25.11027058,5.874205903,50.87943035,44.08449211,41.33529329,2.184522608,Acidic Soil,Millet,Dap
29.70984429,0.667869065,0.0,8.82843282,69.68982744,134.5691408,147.0859001,0.762237778,Loamy Soil,Papaya,Gypsum
50.46608949,0.444437256,57.00326803,6.563592925,49.88704507,39.62778755,50.50261032,1.177057475,Acidic Soil,Millet,Urea
24.68446324,0.414255777,167.4528793,7.878926046,67.81545034,61.0015046,70.83919545,1.882312263,Peaty Soil,Sugarcane,Water Retaining Fertilizer
24.02766895,0.445809529,128.6022853,5.352801881,64.16987296,46.62211936,40.66753463,0.844700045,Acidic Soil,Apple,Dap
21.42655531,0.972361206,153.3294629,6.802082453,35.52771842,81.4914371,96.44894964,2.206639208,Neutral Soil,Wheat,Urea
23.89030312,0.669190615,306.0816006,6.630694672,60.39986316,152.3073839,159.5640307,0.986918817,Loamy Soil,Maize,Compost
52.64713353,0.972361206,49.35085905,7.460059324,58.64138735,53.33467708,54.91131406,2.42399599,Neutral Soil,Adzuki Beans,General Purpose Fertilizer
33.47043398,0.776294083,105.7189896,8.097938538,67.18886599,67.00418721,58.48161817,0.927993813,Peaty Soil,Orange,Gypsum
23.4460156,0.227436131,85.3152685,8.159254345,56.6629775,48.70813286,63.08678561,2.529398242,Peaty Soil,Cotton,Dap
25.67644069,0.757561973,0.0,6.093230048,67.01433783,59.69391268,62.32964075,1.079890349,Acidic Soil,Banana,General Purpose Fertilizer
18.29600034,0.720463373,81.31445004,6.340483841,52.57006004,61.32341175,51.72447085,1.419703616,Peaty Soil,Tobacco,Organic Fertilizer
31.60272288,0.761377894,306.0816006,5.931135017,35.52771842,52.95278652,55.53320293,0.800051802,Acidic Soil,Ground Nut,Urea
50.17984508,0.442467723,58.58767561,6.706650213,48.20156272,49.19093016,72.94586083,0.681516083,Neutral Soil,Peas,Urea
28.17993218,0.70758795,71.55603535,6.374964385,35.52771842,90.36700859,62.2389203,0.977120164,Loamy Soil,Papaya,Urea
50.34277218,0.42994701,142.6695456,6.919338327,35.52771842,74.14609821,130.5454227,0.701392754,Neutral Soil,Adzuki Beans,Urea
27.26758985,0.353939377,143.6451764,5.575728993,69.37031982,53.75296755,53.25893642,1.768979484,Acidic Soil,Pigeon Peas,Lime
28.85694423,0.458893744,152.0342197,5.717751403,73.43336675,45.39256195,63.48702769,0.813983721,Acidic Soil,Sugarcane,Dap
27.31655808,0.448691712,63.53677127,6.420245001,56.54325535,82.19131298,53.52609327,0.872609771,Acidic Soil,Mung Bean,Compost
45.54056353,0.68203254,54.37227825,6.383822581,49.56585669,51.44273734,55.54101007,1.449229238,Loamy Soil,Millet,Urea
25.49998883,0.786072194,129.5937062,6.084727877,59.12590438,62.77347415,60.28282574,1.84739717,Peaty Soil,Pigeon Peas,Organic Fertilizer
27.03183313,0.564555497,38.67928764,7.071727475,58.01487001,142.6422792,71.22314677,0.819687092,Neutral Soil,Mung Bean,Compost
28.35108806,0.939401705,214.8334222,6.054365666,72.18893541,79.11666976,67.80666146,2.201564851,Peaty Soil,Rice,Organic Fertilizer
16.2239753,0.55419775,84.10894091,6.493343737,49.99686755,34.24301096,55.31913507,1.02573578,Neutral Soil,Chickpea,Urea
28.42400276,0.720351258,106.5495622,5.93850714,63.64239545,57.93281649,49.72901367,1.157846286,Acidic Soil,Banana,Muriate Of Potash
25.7352182,0.227436131,71.11416774,8.82843282,58.79468664,94.91666373,73.10020806,2.311932359,Neutral Soil,Black Gram,Gypsum
38.48502069,0.73841779,71.95979205,6.254388285,61.45562883,60.31279199,54.04429373,2.110212421,Acidic Soil,Grapes,General Purpose Fertilizer
29.93353529,0.721617124,55.51793475,7.687586076,52.51634582,72.93960435,47.56954353,1.836732031,Loamy Soil,Lentil,Muriate Of Potash
24.37277863,0.791331553,0.0,7.05460407,74.62661636,151.7401252,147.5485129,1.707318897,Loamy Soil,Rice,Balanced Npk Fertilizer
23.99952527,0.433113676,40.06754446,7.14083923,49.3226551,58.26993807,44.53571433,2.336027495,Neutral Soil,Lentil,Urea
20.54478151,0.972361206,20.73019635,6.331305506,54.70380767,60.79378747,50.33982774,2.184342158,Acidic Soil,Lentil,General Purpose Fertilizer
26.42480937,0.440665097,84.14130494,6.065142339,64.17104763,56.29329604,0.0,1.285320559,Acidic Soil,Banana,Muriate Of Potash
30.20742949,0.594974421,40.02183431,6.655880133,55.21518684,88.73856492,52.54856056,0.808514394,Neutral Soil,Mung Bean,Compost
32.94167624,0.747555701,51.45745982,6.374645011,61.73496454,73.43166896,52.65080815,1.803424934,Peaty Soil,Ground Nut,Organic Fertilizer
24.9067612,0.702606807,37.3568231,6.444148159,50.97049555,59.12835746,48.49794636,1.373280449,Peaty Soil,Lentil,Muriate Of Potash
24.05132778,0.637483876,95.9196853,6.19586779,61.52915731,54.17407869,54.02073976,2.37991278,Acidic Soil,Cotton,Water Retaining Fertilizer
22.38683424,0.227436131,292.7451075,5.902665777,78.81498873,60.4717261,66.06084337,1.518379478,Peaty Soil,Rice,Lime
29.86843412,0.773241531,60.48569576,7.591405268,58.84536298,81.8376264,64.94615291,1.091066478,Loamy Soil,Black Gram,Balanced Npk Fertilizer
30.33963414,0.597635115,133.572161,8.500504569,64.15353575,51.87600319,58.05290844,2.165838784,Peaty Soil,Sugarcane,Gypsum
16.33917051,0.437148799,65.32838078,6.906781291,50.08801315,47.06887885,74.83128206,0.73814221,Neutral Soil,Peas,Dap
50.17984508,0.678132,96.28244772,7.977384439,56.72833391,177.3144812,57.09905875,1.20944334,Peaty Soil,Orange,Water Retaining Fertilizer
28.90596194,0.771748544,119.8347352,8.82843282,70.0628486,78.45889195,78.33000339,2.397365553,Loamy Soil,Papaya,Gypsum
25.25142925,0.621885409,0.0,8.82843282,62.75547076,67.53152482,57.59655849,0.498569562,Acidic Soil,Cotton,Gypsum
24.89628993,0.758939789,66.6353236,6.957380443,57.63870185,144.3852277,116.7508312,1.003139839,Loamy Soil,Black Gram,Balanced Npk Fertilizer
49.80531029,0.55430592,131.927096,6.743456966,71.70908408,102.5652355,0.0,1.666090927,Loamy Soil,Adzuki Beans,Muriate Of Potash
32.99469103,0.668530463,123.4692524,6.139179891,62.7866559,79.92205846,62.39371071,1.848494487,Peaty Soil,Ground Nut,Water Retaining Fertilizer
19.91831645,0.745659615,73.52312409,8.397803312,50.99637814,34.25418194,46.35528996,2.03267111,Peaty Soil,Chickpea,Dap
36.65694929,0.494392601,57.92137265,6.200863768,60.39682762,55.77822365,49.60171505,2.251833163,Acidic Soil,Grapes,Muriate Of Potash
25.96244034,0.809570801,55.61810353,6.111327235,53.29924249,57.44597931,53.38145565,2.077274022,Peaty Soil,Watermelon,Organic Fertilizer
19.06983551,0.687818007,83.00598388,7.002329891,61.51377243,145.4154843,145.2081632,0.855410173,Loamy Soil,Pomegranate,Compost
12.37880952,0.573272962,54.1776513,5.941139922,53.99488578,56.15012036,53.48152693,2.304573264,Acidic Soil,Grapes,Lime
25.46651921,0.622132495,306.0816006,8.277736478,68.0408642,54.23288897,64.16154511,3.241983684,Peaty Soil,Sugarcane,Gypsum
30.10854625,0.611440315,151.6393234,7.982344394,68.91234306,49.02143004,64.36405611,2.245666934,Peaty Soil,Sugarcane,Dap
43.61807951,0.786216369,77.62484332,6.899728785,66.03475963,177.3144812,132.428958,2.246894309,Loamy Soil,Papaya,Balanced Npk Fertilizer
44.00428583,0.622369021,54.55869313,6.159347938,51.92402411,27.44504269,44.51452689,2.028946973,Acidic Soil,Millet,Dap
29.76130583,0.785152211,99.08891966,6.99148106,66.68605031,147.7432461,148.0887125,0.960172794,Loamy Soil,Sugarcane,Compost
26.54818866,0.618946016,135.2893698,5.235749775,65.03337588,47.44633724,48.00671281,1.859025379,Acidic Soil,Sugarcane,Dap
23.95212609,0.792236589,186.5433777,7.308980647,74.00130947,131.784194,147.8995073,1.27170114,Loamy Soil,Rice,Balanced Npk Fertilizer
27.9811212,0.483168068,63.51228583,6.450878547,53.3428182,54.45074072,63.41896893,1.106000409,Acidic Soil,Wheat,Water Retaining Fertilizer
29.68472925,0.539930752,77.68010566,6.288498633,56.89348235,58.04360326,53.33443917,0.638506634,Acidic Soil,Tobacco,Compost
21.52693677,0.454148768,97.75698104,6.069451401,63.49377593,34.94878381,59.17512304,1.167735046,Acidic Soil,Pomegranate,Dap
22.75146709,0.521500066,81.67203039,8.146457679,56.47280504,62.60737041,58.61023825,0.414752002,Alkaline Soil,Cotton,Gypsum
25.04681164,0.972361206,107.7268075,7.511445044,62.50972295,79.38361993,68.71313296,1.028600531,Neutral Soil,Orange,General Purpose Fertilizer
17.46036308,0.427007243,69.54142219,6.593310004,49.22072583,42.25221923,50.76844779,2.560456109,Neutral Soil,Peas,Urea
23.102246,0.73845419,95.02834532,5.976925534,54.29715223,40.14773008,52.04813811,1.308132347,Acidic Soil,Kidney Beans,Dap
31.80318554,0.579590764,93.61443336,6.723281761,54.40523431,113.7452618,117.2582949,0.626267065,Neutral Soil,Mango,Compost
35.11657427,0.787278971,179.9541647,6.950579247,80.76644972,145.581714,146.9027195,2.051805524,Loamy Soil,Papaya,Balanced Npk Fertilizer
